Darrell Pace,United States,former American archer
Gerd Weber,Germany,German footballer
Monika Kallies,,Rower
Natalia Linichuk,United States,Russian ice dancer and coach
Bryn Vaile,United Kingdom,Sailor
Vasili Pervukhin,Soviet Union,Russian ice hockey player
Viola Goretzki,Germany,Rower
Voldemaras Novickis,Soviet Union,Handball player
Volker Beck (athlete),Germany,German sprinter and hurdler
Allison Jolly,,Sailor
Andrés Aldama,Cuba,Boxer
Andrey Krylov (swimmer),United States,Swimmer
Leonid Taranenko,Soviet Union,Weightlifter
Leslie Burr Howard,United States,Equestrian
Liane Buhr,,Rower
Lothar Thoms,Germany,German racing cyclist
Frank-Michael Wahl,,Handball player
Nikolay Sidorov,,Athletics (sport) competitor
Howard Davis Jr.,United States,Boxer
Ilona Slupianek,Germany,German shot putter
Christiane Knetsch,Germany,Rower
Sanda Toma (rower),Romania,Olympic rower
Carol Bower,United States,Former American Olympic rower.
William Carl Buchan,,Sailor
John Naber,United States,American swimmer Olympic gold medalist former world record-holder
José Doreste,,Sailor
Josef Mazura,Czechoslovakia,footballer
Karin Metze,,Rower
Kathy Keeler,United States,Former American Olympic rower.
Ken Morrow,United States,American ice hockey player
Kersten Neisser,,Rower
Kevin Burnham,,Sailor
Ingolf Wiegert,,Handball player
Irina Nazarova,,Athletics (sport) competitor
Elmar Borrmann,Germany,Fencing
Hannelore Anke,Germany,Olympic swimmer
Wu Xiaoxuan,China,Olympic sports shooter
Yoshiyuki Matsuoka,,Judoka
Zhang Rongfang,China,Chinese volleyball player
Zhou Xiaolan,China,Chinese volleyball player
Zhu Ling (volleyball),China,Chinese volleyball player
Gabriele Kühn,,Rower
Gabriella Dorio,Italy,Athletics (sport) competitor
Paul Steele,Canada,A Canadian international rower
Dieter Wiedenmann,,Rower
Michael Dürsch,,Rower
Michael Evans (rower),,Rower
Ute Steindorf,Germany,Olympic rower
Valer Toma,,Rower
Sergei Postrekhin,Soviet Union,Canoe racer
Shinji Morisue,Japan,Gymnast
Shirley Babashoff,United States,American swimmer Olympic gold medalist former world record-holder
Slobodan Kačar,,Boxer
Harvey Glance,United States,Athletics (sport) competitor
Hassan Sardar,Pakistan,Field hockey player
Larisa Popova,,Rower
María Ángeles Rodríguez,,Field hockey player
Marita Koch,Germany,German sprinter
Mark Evans (rower),,Rower
Mark Johnson (ice hockey),United States,American ice hockey player
Mark Tonelli,Australia,Australian swimmer
Ota Zaremba,Czechoslovakia,Czechoslovak weightlifter
Pasquale Passarelli,Italy,Olympic wrestler
Raimund Hörmann,,Rower
Petr Němec,Czechoslovakia,Footballer
Phil Mahre,United States,Alpine skier
Albert Hedderich,,Rower
Aleksandr Borisovich Savin,Soviet Union,Volleyball player
Alexander Vasilyevich Tkachyov,Russia,Olympic gymnast
Robin Cousins,United States,British figure skater
Sybille Reinhardt,Germany,Rower
Evelyn Ashford,,Athletics (sport) competitor
Deena Deardurff,United States,American swimmer Olympic gold medalist former world record-holder college swimming coach
Bernhard Glass,,Luger
Branko Štrbac,,Handball player
Bruce Furniss,United States,American swimmer Olympic gold medalist former world record-holder
Viktor Markin,,Athletics (sport) competitor
Viktor Tyumenev,,Ice hockey player
Vladimir Alikin,,Biathlete
Vladimir Kiselyov,,Athletics (sport) competitor
Vladimir Romanovsky,Soviet Union,Canoe racer
Vladimir Tkachenko,,Basketball player
Vyacheslav Yanovskiy,Soviet Union,Belarusian boxer
Jean-Yves Le Déroff,,Sailor
Jeanne Flanagan,United States,Former American Olympic rower.
Jens Doberschütz,,Rower
Jesper Bank,Denmark,Olympic sailor
Jim Craig (ice hockey),United States,American ice hockey goaltender
Joan Benoit,United States,American long-distance runner
Allan Schofield,,Field hockey player
Andrea Kurth,,Rower
Andrei Bukin,United States,Figure skater
Fieke Boekhorst,,Field hockey player
Martina Bischof,,Canoe racer
Martina Boesler,Germany,Rower Rower
Matt Vogel (swimmer),United States,American swimmer Olympic gold medalist
Nellie Kim,Soviet Union,Soviet gymnast
Nikolai Drozdetsky,Soviet Union,Ice hockey player
Nina Lobova,Soviet Union,Handball player
Norbert Növényi,,Olympic wrestler kick-boxer and actor
Hideaki Tomiyama,,Olympic wrestler
Hubert Gardas,France,Fencer
Carol Menken-Schaudt,United States,American basketball player
Connie Carpenter-Phinney,United States,American racing cyclist and speed skater
Conrad Robertson,,Rower
Cornelia Klier,,Rower
Kathy Kreiner,Canada,Alpine skier
Kim Peyton,United States,American swimmer Olympic gold medalist
Ángel Herrera Vera,Cuba,Boxer
Ion Draica,,Olympic wrestler
Irene Hendriks,,Field hockey player
Eric Heiden,United States,American speed skater and racing cyclist
Esko Rechardt,Finland,Sailor
Louise Ritter,,Athletics (sport) competitor
Lubomír Pokluda,Czechoslovakia,footballer
Hans-Peter Koppe,,Rower
Yanko Rusev,,Weightlifter
Yao Jingyuan,China,Chinese weightlifter
Yelena Andreyuk,Soviet Union,Volleyball player
Yevgeny Lipeyev,Russia,Modern pentathlete
Franz Wembacher,Germany,Luger
Patrick Powers (volleyball),United States,Volleyball player
Peter Antonie,United States,Olympic medalists in rowing
Didier Sénac,France,Footballer
Dirk Hafemeister,,Equestrian
Romy Müller,Germany,German sprinter
Rudi Fink,,Boxer
Michael Turtur,Australia,Australian racing cyclist
Michel Bibard,France,Footballer
Mikhail Linge,,Athletics (sport) competitor
Mile Isaković,,Handball player
Toni Innauer,,Ski jumper
Ulrike Tauber,Germany,Swimmer
Valentin Raychev,,Olympic wrestler
Sergei Makarov,Soviet Union,Ice hockey player
Sergei Starikov,Soviet Union,Russian ice hockey player
Sergei Tarakanov,,Basketball player
Sergey Litvinov,,Athletics (sport) competitor
Shota Khabareli,Soviet Union,Judoka
Sigita Strečen,Soviet Union,Handball player
Steven Salmons,United States,Volleyball player
Klaus Kröppelien,,Rower
Kornelia Ender,Germany,Swimmer
Lam Jones,United States,American sprinter and football wide receiver
Manzoor Hussain (field hockey),,Field hockey player
María Caridad Colón,Cuba,Cuban javelin thrower
Marina Wilke,,Rower
Marita Sandig,Germany,Olympic rower
Mariya Pinigina,Kyrgyzstan,Athletics (sport) competitor
Mark Pavelich,United States,American ice hockey player
Marlies Göhr,Germany,German sprinter
Jean-Christophe Thouvenel,France,Footballer
Dusty Dvorak,United States,American volleyball player
Elena Horvat,,Rower
Elena Vaytsekhovskaya,Soviet Union,Diver
Jujie Luan,China,Fencer
Atsuji Miyahara,,Olympic wrestler
Bart Conner,,Gymnast
Olha Zubaryeva,Soviet Union,Soviet handball player
Otto Becker (equestrian),,Equestrian
Rafael Nickel,Germany,German fencer
Ramona Kapheim,,Rower
Remigijus Valiulis,,Athletics (sport) competitor
Philippe Jeannol,France,Footballer
Alberto Cova,Italy,Athletics (sport) competitor
Rob McClanahan,United States,American ice hockey player
Robert Dill-Bundi,Switzerland,Swiss racing cyclist
Svetlana Nikishina,Soviet Union,Volleyball player
Ezio Gamba,,Judoka
Daniel Núñez,,Weightlifter
Dean Crawford,,Rower
Bengt-Åke Gustafsson,Sweden,Ice hockey player
Bert Romp,,Equestrian
Birgit Schütz,Germany,Rower
Božo Vuletić,,Water polo player
Brenda Phillips,,Field hockey player
Veselin Vuković,Yugoslavia,Handball player
Viacheslav Fetisov,Soviet Union,Ice hockey player
Vladimir Parfenovich,,Canoe racer
Leo Randolph,,Boxer
Leonhard Stock,Austria,downhill skier
Les O'Connell,,Rower
Ljubinka Janković,,Handball player
François Brisson,France,Footballer
Franke Sloothaak,,Equestrian
Martin Schaudt,,Equestrian
Matthew Dryke,United States,Former American international shooter and Olympic gold medalist.
Igor Sokolov,Soviet Union,Sport shooter
Chen Weiqiang,,Weightlifter
Cindy Noble,,Basketball player
Claudio Pollio,,Olympic wrestler
Sabine Bischoff,Germany,Fencer
Sabine Heß,,Rower
Saypulla Absaidov,Soviet Union,Wrestler
Scott Hamilton (figure skater),United States,United States figure skater
Adrian Ellison,United Kingdom,English rower
Craig Buck,United States,Volleyball player
Daley Thompson,United Kingdom,British decathlete
José van der Ploeg,,Sailor
Irina Kalinina,Soviet Union,Diver
Irina Makogonova,Russia,Volleyball player
Iryna Palchykova,Soviet Union,Handball player
Jörg Friedrich (rower),,Rower
Jürgen Thiele,,Rower
Ernesto Canto,Mexico,Athletics (sport) competitor
Thierry Peponnet,,Sailor
Thierry Rey,,Judoka
Luc Pillot,,Sailor
Lutz Dombrowski,Germany,German long jumper
Lutz Heßlich,Germany,German racing cyclist
Lynette Woodard,United States,American basketball player
Lynne Jewell,,Sailor
Magic Johnson,United States,American professional basketball player
Magomedgasan Abushev,Soviet Union,Wrestler
Goran Sukno,,Water polo player
Wu Shude,,Olympic weightlifter
Yuri Shevtsov,Soviet Union,Handball player
Gelindo Bordin,Italy,Athletics (sport) competitor
Patrizio Oliva,United States,Boxer
Mikhail Devyatyarov,,Cross-country skier
Tomas Gustafson,,Speed skater
Ulrike Richter,Germany,Swimmer
Sergey Fesenko Sr.,Ukraine,Swimmer
Shamil Sabirov,Soviet Union,Boxer
Silvia Fröhlich,Germany,Rower
Steen Secher,Denmark,Olympic sailor
László Csongrádi,Hungary,Hungarian fencer
Marcel Fässler (bobsleigh),,Bobsledder
Jasna Ptujec,,Handball player
Eirik Kvalfoss,Norway,Norwegian biathlete
Arto Härkönen,,Athletics (sport) competitor
Atanas Komchev,,Olympic wrestler
Barbara Krause,Germany,Swimmer
Angelo Scuri,Italy,Fencer
Oleg Vasiliev (figure skater),United States,Russian pair skater and coach
Randy Lewis (wrestler),United States,Olympic wrestler
Petra Felke,Germany,German javelin thrower
Alan Thompson (canoeist),,Canoe racer
Aleksandr Geramisov,,Ice hockey player
Aleksandr Karshakevich,Soviet Union,Handball player
Aleksandr Rymanov,Soviet Union,Handball player
Alessandro Andrei,,Athletics (sport) competitor
Alexei Kasatonov,Soviet Union,Ice hockey player
Richard Budgett,United Kingdom,British Olympic rower and medical doctor
Stoyan Deltchev,Bulgaria,Gymnast
Svetlana Grozdova,Soviet Union,Gymnast
Tatyana Kolpakova,,Athletics (sport) competitor
Daniel Xuereb,France,French footballer
Dave Schultz (wrestling),,Freestyle wrestler
David Larson,Georgia,All-American college swimmer international swimmer Olympic gold medalist
Gerd Wessig,Germany,German high jumper
Giuseppe Abbagnale,Italy,Italian coxed pairs rower
Boris Kokorev,,Sport shooter
Brian Goodell,United States,American swimmer Olympic gold medalist former world record-holder
Viktor Losev,Russia,Russian footballer
Vladimir Muravyov (athlete),Soviet Union,Soviet sprinter
Jennifer Chandler,,Olympic diver
Joachim Kunz,,Weightlifter
Algimantas Šalna,Lithuania,Lithuanian biathlete
Amauri Ribeiro,,Volleyball player
Andre Phillips,,Track and Field Hurdler
Andrew Hoy,,Equestrian
Andrey Prokofyev,,Athletics (sport) competitor
Neal Broten,United States,American ice hockey player
Nikolay Chernetskiy,Soviet Union,Soviet sprinter
Hubertus Schmidt,,Equestrian
Imre Bujdosó,Hungary,Fencer
Sandra Le Poole,Netherlands,Field hockey player
Sandra Pisani,,Olympic medalist
Carsta Genäuß,,Canoe racer
Chandra Cheeseborough,,Sprinter
Will Simpson (equestrian),United States,Equestrian
Dainis Kūla,Latvia,Latvian javelin thrower
Kay Worthington,Canada,Canadian rower
Inger Helene Nybråten,,Cross-country skier
Isabelle Boéri-Bégard,France,Fencer
Ivans Klementjevs,Soviet Union,Canoe racer
Jürgen Schult,Germany,East German discus thrower Olympic/world champion and world record holder
Grant Main,,Rower
Greg Louganis,United States,American college platform diver international platform diver Olympic gold medalist
Håkan Loob,Sweden,Swedish Ice hockey player
Wolfgang Maennig,,Rower
Yelena Khloptseva,Russia,Russian rower
Yelena Volkova,Russia,Former Soviet volleyball player who won gold at the 1988 Summer Olympics.
Yuri Fedkin,,Olympic sports shooter
Patrice Garande,France,French footballer
Patrick Cubaynes,France,Footballer
Patrik Lörtscher,,Curler
Petar Lesov,Bulgaria,Boxer
Romas Ubartas,,Athletics (sport) competitor
Romy Saalfeld,,Rower
Mike Ramsey (ice hockey),United States,American ice hockey player
Miroslav Varga,,Sport shooter
Tyrell Biggs,United States,Boxer
Uwe Heppner,Germany,Rower
Víctor Mesa,,Baseball player
Valerie Brisco-Hooks,,Athletics (sport) competitor
Shane O'Brien (rower),,Rower
Shyril O'Steen,United States,Former American Olympic rower.
Slavica Đukić,,Handball player
Hans Stangassinger,Germany,Luger
Henry Tillman,,Boxer
Heorhiy Pohosov,Ukraine,Fencer
Kristen Thorsness,United States,Former American Olympic rower.
Lang Ping,China,Volleyball player
Maria Fricioiu,,Rower
Marina Kosheveya,Soviet Union,Swimmer
Mark Gorski,United States,American racing cyclist
Mark Schultz (wrestler),,Olympic wrestler
Jan Betker,,Curler
Jean-Claude Lemoult,France,Footballer
Ed Banach,United States,Olympic wrestler
Eduardo Penido,,Sailor
Jozef Pribilinec,,Athletics (sport) competitor
Julius Korir,,Athletics (sport) competitor
Jutta Behrendt,Germany,Olympic rower
Jutta Ploch,,Rower
Karch Kiraly,United States,Volleyball player
Arvydas Janonis,Soviet Union,footballer
Asen Zlatev,Bulgaria,Bulgarian weightlifter
Anett Pötzsch,Germany,German figure skater and coach
Ann-Kathrin Linsenhoff,,Equestrian
Olaf Ludwig,Germany,German racing cyclist
Oleksiy Cherednyk,Tajikistan,footballer
Olga Bondarenko,Soviet Union,Soviet long-distance runner
Olivier Lenglet,France,Fencer
Pär Arvidsson,Sweden,Swimmer
Ralf Ehrenbrink,,Equestrian
Ray Armstead,,Athletics (sport) competitor
Peter Seisenbacher,,Judoka
Petre Becheru,,Weightlifter
Piero Poli,Italy,Italian sculler 1988 Olympic gold quad sculls
Aleksei Prudnikov,Soviet Union,Footballer
Alexi Grewal,United States,Racing cyclist
Robertas Žulpa,Soviet Union,Lithuanian swimmer
Roberto Molina,,Sailor
Svetlana Badulina,Russia,Volleyball player
Svetlana Dašić-Kitić,,Handball player
Tecla Marinescu,,Canoe racer
Dave Saunders (volleyball),United States,Volleyball player
Dave Wilson (swimmer),United States,American swimmer Olympic gold medalist
David Green (equestrian),,Equestrian
Dean Lukin,Canada,Weightlifter
Debbie Flintoff-King,Australia,Australian hurdler
Mohammed Shahid,,Field hockey player
Natalia Bestemianova,United States,Figure skater
Bjørg Eva Jensen,Norway,Norwegian speed skater and racing cyclist
Veselin Đuho,,Water polo player
Vladimir Krutov,Soviet Union,Russian ice hockey player
Vladimir Salnikov,Soviet Union,Swimmer
Vyacheslav Bykov,Soviet Union,Ice hockey player
Jean-Louis Zanon,France,French footballer
Jeanette Bolden,,Track and Field Sprinter Coach
Alice Brown (athlete),United States,American sprinter
Amarjit Singh Rana,,Field hockey player
Anatoli Starostin,Tajikistan,Pentathlete
Linford Christie,Jamaica,English athlete Olympic medalist
Lou Banach,United States,Olympic wrestler
Martina Hellmann,Germany,German discus thrower
Martina Jäschke,,Diver
Norberto Oberburger,,Weightlifter
Hrachya Petikyan,Armenia,Sport shooter
Hubert Schwarz,Germany,German Nordic combined skier
Igor Ponomaryov,Azerbaijan,Swedish footballers
Chira Apostol,Romania,Olympic rower of Romania
Claudia Losch,Germany,German shot putter
Carola Anding,,Cross-country skier
Carsten Bunk,,Rower
John Mugabi,Uganda,Boxer
José Raúl Delgado,,Baseball player
Keith Trask,,Rower
Kevin Neufeld,,Went to a total of three olympic games.
Ingo Appelt,Austria,Bobsledder
Thomas Möllenkamp,,Rower
Thomas Müller (skier),Germany,German Nordic combined skiers
Luis Doreste,,Sailor
Grant Bramwell,,Canoe racer
Yelena Akhaminova,Soviet Union,Volleyball player
Yelena Davydova,Soviet Union,Gymnast
Fredy Schmidtke,Germany,German track cyclist
Pavel Kuznetsov (weightlifter),,Weightlifter
Dietmar Mögenburg,Germany,German high jumper
Dominique Bijotat,France,Footballer
Dot Richardson,,Softball player
Ron Brown (American football),United States,American football player
Ronald Florijn,Netherlands,Rower
Mikhail Vasilev,Soviet Union,Handball player
Mirjana Đurica,,Handball player
Mirko Nišović,,Canoe racer
Tomi Poikolainen,,Archer
Uwe Proske,Germany,Fencer
Sergei Fokin (footballer),Soviet Union,Russian footballer
Sergei Gorlukovich,Soviet Union,Footballer
Steve Lundquist,United States,American swimmer Olympic gold medalist former world record-holder
Steven Erickson,,Sailor
Kirsten Wenzel,Germany,Rower
Lee Capes,,Olympic medalist
Manuel Estiarte,,Water polo player
Marcos Soares,,Sailor
Mariví González,Spain,Spanish field hockey player
Mark McKoy,,Athletics (sport) competitor
Jan Tops,,Equestrian
Julius Kariuki,,Athletics (sport) competitor
Kamandar Madzhidov,Soviet Union,Olympic wrestler
Attila Mizsér,Hungary,Modern pentathlete
Anne Donovan,United States,Basketball player and coach
Anton Josipović,,Boxer
Antonio Vázquez (archer),,Archer
Armando Martínez,Cuba,Boxer
Oksen Mirzoyan,Armenia,Weightlifter
Olga Krivosheyeva,Kazakhstan,Former Soviet volleyball player who won gold at the 1988 Summer Olympics.
Oliver Kegel,,Canoe racer
Pat Turner,,Rower
Peter Thomsen,,Equestrian
Peter Vidmar,United States,Gymnast
Petra Thümer,Germany,Swimmer
Petru Iosub,,Rower
Aleksandr Kurlovich,Belarus,Weightlifter
Aleksandr Portnov,Soviet Union,Diver
Alenka Cuderman,,Handball player
Sunder Nix,United States,American sprinter
Svetlana Anastasovska,,Handball player
Mitsuru Sato,,Olympic wrestler
Nataliya Razumova,Russia,Volleyball player
Benita Fitzgerald-Brown,,Athletics (sport) competitor
Betsy Beard,United States,Former American Olympic rower.
Blair Horn,,Rower
Boris Koretsky,Azerbaijan,Fencer
Volker Fried,,Field hockey player
Vyacheslav Ivanenko,,Athletics (sport) competitor
Jean-Philippe Rohr,France,Footballer
Jerry Page,,Boxer
Alonzo Babers,,Athletics (sport) competitor
André Hoffmann (speed skater),,Speed skater
Andrea Borella,Italy,Fencer
Andrea Pollack,Germany,Swimmer
Andrei Khomutov,Soviet Union,Ice hockey player
Andrey Perlov,,Athletics (sport) competitor
Liang Yan,,Volleyball player
Lorraine Hillas,,Olympic medalist
Mauro Numa,Italy,Fencer
Hitoshi Saito,,Judoka
Sam Perkins,United States,Basketball player
Carl Lewis,United States,American track and field athlete
Werner Stocker (bobsleigh),,Bobsledder
William Ayache,Algeria,Footballer
Connie Paraskevin,United States,American racing cyclist
Dan Frost,Denmark,Danish racing cyclist
Jorge Luis Valdés,,Baseball player
José Touré,France,Footballer
Jos Lansink,,Equestrian
Kenny Monday,United States,Olympic wrestler
Israil Arsamakov,Soviet Union,Weightlifter
Jackie Silva,Brazil,Volleyball player
Emilija Erčić,,Handball player
Erika Salumäe,Estonia,Estonian racing cyclist
Theresa Andrews,United States,All-American college swimmer international swimmer Olympic gold medalist
Lyudmila Dzhigalova,,Athletics (sport) competitor
Gunde Svan,Sweden,Cross-country skier
Yutaka Wada,Japan,baseball player (retired)
Patrick Ewing,Jamaica,Basketball player
Pavel Sukosyan,,Handball player
Deni Lušić,,Water polo player
Dmitri Vladimirovich Vasilyev (biathlete),Soviet Union,Soviet biathlete
Domingo Manrique,,Sailor
Roger Ilegems,Belgium,cyclist
Roger Kingdom,Georgia,Athletics (sport) competitor
Roland Schröder,,Rower
Russell Coutts,New Zealand,Sailor
Michael Grenda,Australia,Australian racing cyclist
Michelle Cameron,Canada,Synchronized swimmer
Mike Conley Sr.,United States,Athletics (sport) competitor triple jumper long jumper
Tor Heiestad,,Sport shooter
Ulf Timmermann,Germany,German shot putter
Ulrich Papke,,Canoe racer
Ulrich Schreck,Germany,Fencer
Sheila Cornell-Douty,United States,Softball player
Sherri Howard,United States,Athletics (sport) competitor sprinter 400 metres runner
Sophie Moressée-Pichot,France,Fencer
Steffi Martin,Germany,Luger
Stephan van den Berg,Netherlands,Olympic sailor
Steve Redgrave,United Kingdom,English rower and Olympic medallist
Harald Winkler,Austria,Austrian bobsledder
Hendrik Reiher,,Rower
Kurt Meier,,Bobsledder
Marco Giovannetti,Italy,Road bicycle racer
Maricica Ţăran,,Rower
Mario Kummer,Germany,German racing cyclist and team manager
Jan Schur,Germany,Retired German track cyclist
Janice Lawrence Braxton,,Basketball player
Joe Kleine,Brazil,Basketball player
Jouko Salomäki,Finland,Olympic wrestler
Juan Bautista Hernández Pérez,,Boxer
Arsen Fadzayev,Soviet Union,Olympic wrestler
Olaf Förster,Germany,Rower
Olga Shkurnova,Ukraine,Former Soviet volleyball player who won gold at the 1988 Summer Olympics.
Pam Shriver,United States,American tennis [player]
Pamela McGee,United States,American professional women's basketball player
Ralf Schumann,Germany,Sport shooter
Ricci Luyties,,Volleyball player
Pierre Quinon,France,Pole vaulter
Aleksandr Borodyuk,Soviet Union,Russian football player and manager
Alette Pos,,Field hockey player
Robert Clift,,Field hockey player
Robert Felisiak,Poland,Fencer
Sylvia Rose,,Rower
Sylvie Daigle,,Short-track speed skater
David O'Connor (equestrian),,Equestrian
Georgi Sviridenko,Soviet Union,Handball player
Gianluca Farina,Italy,Italian 1988 Olympic gold quad sculls
Nancy Hogshead-Makar,United States,American swimmer Olympic gold medalist lawyer professor
Natalya Lisovskaya,,Athletics (sport) competitor
Bence Szabó,Hungary,Fencer
Birgit Fischer,,Canoe racer
Brenda Taylor (rower),,Rower
Bruce Robertson (rower),,Rower
Viktor Bryzhin,Ukraine,Ukrainian sprinter
Viorica Ioja,,Rower
Vladimer Aptsiauri,Georgia,Fencer
Vlado Lisjak,,Wrestler
Volodymyr Lyutyi,Ukraine,Ukrainian footballer
Jeff Turner,United States,Basketball player
Jimmy Kirkwood,,Field hockey player and cricketer
Alvin Robertson,South Africa,Basketball player
Anatoly Khrapaty,Soviet Union,Weightlifter
Lee Kyung-Keun,,Judoka
Leon Wood,United States,American basketball player
Liane Tooth,Australia,Australian Field hockey player
Ljiljana Mugoša,,Handball player
Florica Lavric,,Rower
Frank Wieneke,,Judoka
Mercedes Coghen,,Field hockey player
Nawal El Moutawakel,Morocco,Moroccan hurdler and IOC member
Hubert Strolz,Alps,Alpine skier
Imran Sherwani,United Kingdom,Field hockey player
Chris Cavanaugh (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Christian Grønborg,,Sailor
Christiane Weber (fencer),Germany,German fencer
Sarina Hülsenbeck,,Swimmer
Carmine Abbagnale,Italy,Italian coxed pairs rower
Carola Hornig,Germany,Rower
Wei Qingguang,China,Table tennis player
Clyde Drexler,United States,American professional basketball player
John Ngugi,,Athletics (sport) competitor
John Stockton,United States,American basketball player
John Wallace (rower),,Rower
Jon Rønningen,,Olympic wrestler
Karen Marsden,,Field hockey player
Ingo Weißenborn,Germany,Fencer
Jörg Woithe,Germany,Swimmer
Ermidelio Urrutia,,Baseball player
Eros Poli,Italy,Road bicycle racer
Thomas Greiner,Germany,Rower
Ludger Beerbaum,Germany,Equestrian
Luis Ulacia,,Baseball player
Goran Maksimović,,Sport shooter
Hakeem Olajuwon,Nigeria,Basketball player
Yelena Romanova,Russia,Athletics (sport) competitor
Yuri Kashkarov,Soviet Union,Soviet biathlete
Yury Zakharevich,Russia,Russian weightlifter
Geir Karlstad,Norway,Speed skater
Patrick Hürlimann,,Curler
Paul Foerster,,Sailor
Paula Ivan,,Athletics (sport) competitor
Detlef Hofmann,Germany,Canoe racer
Sándor Wladár,Hungary,Swimmer
Michael Jordan,United States,Professional National Basketball Association player and businessman
Mikhail Mamiashvili,Soviet Union,Soviet wrestler
Miriam Blasco,,Judoka
Torgny Mogren,Sweden,Cross-country skier
Tracie Ruiz,United States,Synchronized swimmer
Tracy Caulkins,United States,American swimmer Olympic gold medalist former world record-holder Order of Australia recipient
Troy Tanner,United States,Volleyball player
Udo Wagner,Germany,Fencer
Uwe-Jens Mey,,Speed skater
Vadym Tyshchenko,Ukraine,Footballer
Sergey Bubka,Soviet Union,Ukrainian pole vaulter
Sergey Bulygin,Soviet Union,Soviet biathlete
Sergey Fokichev,,Speed skater
Shannon Crawford,,Rower
Sharon Buchanan,Australia,Australian field hockey player
Steve Hegg,United States,American racing cyclist
Harald Czudaj,,Bobsledder
Hennadiy Avdyeyenko,United States,Ukrainian high jumper
László Fábián (pentathlete),Hungary,Modern pentathlete fencer
Larry Cain,Canada,Canoe racer
Lars Nieberg,,Equestrian
Launi Meili,,Sport shooter
Maree Fish,,Olympic medalist
Marina Anatolyevna Pankova,Russia,Volleyball player
Maritza Martén,,Athletics (sport) competitor
Mark Breland,,Boxer
Jan Posthuma,Netherlands,Volleyball player
Dragica Đurić,,Handball player
Elena Valova,United States,Russian pair skater
Axel Wegner,,Sport shooter
Beatrix Schröer,,Rower
Olha Bryzhina,Russia,Soviet sprinter
Pat Borders,United States,American professional baseball player catcher
Ralf Brudel,,Rower
Petra Schneider,Germany,Swimmer
Philippe Heberlé,,Sport shooter
Phillip Dutton,,Equestrian
Al MacInnis,Canada,Canadian ice hockey defenceman
Alexandra Simons de Ridder,,Equestrian
Rick Carey,United States,American swimmer Olympic gold medalist former world record-holder
Robert Seguso,United States,American tennis player
Susanne Gunnarsson,,Canoe racer
Takashi Kobayashi (wrestler),,Olympic wrestler
Teresa Motos,,Field hockey player
Evgeny Yarovenko,Soviet Union,footballer
Daniel Müller,,Curler
David Faulkner (field hockey),,Field hockey player
George DiCarlo,United States,American swimmer Olympic gold medalist
Gerhard Haidacher,,Bobsledder
Gintautas Umaras,Soviet Union,Lithuanian racing cyclist
Monica Theodorescu,Germany,Equestrian
Nathalie Lambert,,Short track speed skater
Brian Boitano,United States,United States figure skater
Bruce Hayes (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Waldemar Legień,Poland,Polish judoka
Joaquim Cruz,Brazil,Athletics (sport) competitor middle distance runner
Andrea Cipressa,Italy,Fencer
Andrey Tyumentsev,Soviet Union,Handball player
Li Yanjun,,Volleyball player
Liliya Nurutdinova,,Athletics (sport) competitor
Lina Kačiušytė,Soviet Union,Swimmer
Loretta Dorman,,Olympic medalist
Lori Fung,,Gymnast
Martina Walther,,Rower
Martyn Grimley,,Field hockey player
Matti Nykänen,Finland,Finnish singer and ski jumper
Maurizio Stecca,,Boxer
Hinrich Romeike,,Equestrian
Igor Stelnov,Soviet Union,Russian ice hockey player
Ilya Byakin,Soviet Union,Russian ice hockey player
Ines Geißler,Germany,Swimmer
Chris Mullin (basketball),United States,Basketball player
Sandra Schmirler,Canada,World & Olympic champion curler
Scott Strausbaugh,United States,Canoe racer
Ahmad Mohammad Hasher Al Maktoum,Saudi Arabia,Sport shooter
Candy Costie,United States,Synchronized swimmer
Caren Metschuck,Germany,Swimmer
Charles Barkley,United States,Basketball player
Jorge Payá,,Water polo player
Karl Malone,United States,Basketball player
Kathleen Partridge,,Olympic medalist
Ken Flach,United States,American tennis player
Kim Moon-soo (badminton),,male badminton player from South Korea
Ioana Badea,,Rower Rower
Jackie Pereira,,Field hockey player
Ernst Vettori,Austria,Austrian ski jumper
Thies Kaspareit,,Equestrian
Thomas Domian,,Rower
Tiit Sokk,Estonia,Basketball player
Ludmila Engquist,,Athletics (sport) competitor
Makharbek Khadartsev,Soviet Union,Olympic wrestler
Yelena Ruzina,,Athletics (sport) competitor
Yuri Khmylev,Soviet Union,Ice hockey player
Yvonne van Gennip,Netherlands,Speed skater
Zsolt Gyulay,,Canoe racer
Paul Gonzales,,Boxer
Pernell Whitaker,United States,Boxer
Peter Blangé,Netherlands,Volleyball player
Russell Mark,,Sport shooter
Michael Metz,,Field hockey player
Miguel Indurain,Spain,Spanish racing cyclist
Mikko Kolehmainen,Finland,Canoe racer
Ute Geweniger,Germany,Swimmer
Uwe Ampler,Germany,German racing cyclist
Valentina Yegorova,Russia,Russian long-distance runner
Sheila Echols,,Athletics (sport) competitor
Sigrid Wolf,Alps,Alpine skier
Steve Alford,United States,Basketball player and coach
Heike Henkel,Germany,German high jumper
Heike Singer,,Canoe racer
Henry Maske,Germany,Boxer
Konstantin Sharovarov,Soviet Union,Handball player
Lázaro Vargas,,Baseball player
